HEAD 9e786bf3c04f0e02443df2e6a69feba0b7f99033
99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37  target/release/qwen4exp_real_gate
/home/ubuntu/realgate/mtp9-owngen-loop.sh: line 17: /home/ubuntu/realgate/mtp9/corpus-ids.tsv: No such file or directory
=== pass 1 (ledger rows before: 0) ===
# qwen4exp_real_gate	label=owngen-p1	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# vram	post-engine	0, 595 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# load	156.1s
# vram	post-load	0, 95283 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 36 (agentic_tools) done — 25s elapsed, generated=1, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 50 (longctx) done — 50s elapsed, generated=2, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 101 (sxc_codex) done — 77s elapsed, generated=3, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 52 (longctx) done — 102s elapsed, generated=4, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 62 (sxc_eigen) done — 123s elapsed, generated=5, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 51 (longctx) done — 148s elapsed, generated=6, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 91 (sxc_hermes) done — 172s elapsed, generated=7, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 95 (sxc_hermes) done — 193s elapsed, generated=8, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 57 (sxc_codex) done — 217s elapsed, generated=9, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 23 (logs) done — 242s elapsed, generated=10, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 17 (json) done — 256s elapsed, generated=11, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 25 (logs) done — 276s elapsed, generated=12, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 7 (refactor) done — 299s elapsed, generated=13, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 67 (sxc_hermes) done — 322s elapsed, generated=14, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 19 (json) done — 348s elapsed, generated=15, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 18 (json) done — 369s elapsed, generated=16, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 3 (code) done — 391s elapsed, generated=17, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 9 (reasoning) done — 408s elapsed, generated=18, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 5 (code) done — 431s elapsed, generated=19, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 10 (reasoning) done — 448s elapsed, generated=20, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 31 (agentic_plan) done — 471s elapsed, generated=21, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 8 (refactor) done — 494s elapsed, generated=22, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 11 (reasoning) done — 511s elapsed, generated=23, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 1 (code) done — 528s elapsed, generated=24, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 44 (effort_low) done — 544s elapsed, generated=25, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 6 (refactor) done — 566s elapsed, generated=26, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 56 (sxc_claude) done — 582s elapsed, generated=27, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 24 (logs) done — 605s elapsed, generated=28, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 59 (sxc_hermes) done — 631s elapsed, generated=29, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 33 (agentic_plan) done — 657s elapsed, generated=30, vram 0, 96851 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen limit 30 reached — rerun the same command to continue
# owngen: SKIPPED 6 prompts over --owngen-max-prompt 400 — a named coverage gap: [(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# qwen4exp_real_gate	label=owngen-p1	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=384x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
58	sxc_eigen	sampled	0x5eed0001	70	384	384	false	0.254	2.26	20.61
# vram	after_prompt=58	generated_this_run=6	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
61	sxc_codex	greedy	-	69	256	256	false	0.386	2.94	14.64
61	sxc_codex	sampled	0x5eed0000	69	384	384	false	0.209	2.04	22.79
61	sxc_codex	sampled	0x5eed0001	69	384	384	false	0.209	2.04	22.87
# vram	after_prompt=61	generated_this_run=7	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
72	sxc_claude	greedy	-	69	256	256	false	0.339	2.69	15.93
72	sxc_claude	sampled	0x5eed0000	69	384	384	false	0.199	1.98	23.52
72	sxc_claude	sampled	0x5eed0001	69	384	384	false	0.199	1.98	23.55
# vram	after_prompt=72	generated_this_run=8	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
75	sxc_hermes	greedy	-	69	256	256	false	0.357	2.78	15.49
75	sxc_hermes	sampled	0x5eed0000	69	384	384	false	0.325	2.63	17.81
75	sxc_hermes	sampled	0x5eed0001	69	384	384	false	0.325	2.63	17.64
# vram	after_prompt=75	generated_this_run=9	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
99	sxc_hermes	greedy	-	69	256	256	false	0.375	2.88	14.83
99	sxc_hermes	sampled	0x5eed0000	69	384	354	true	0.301	2.51	18.49
99	sxc_hermes	sampled	0x5eed0001	69	384	354	true	0.301	2.51	18.41
# vram	after_prompt=99	generated_this_run=10	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
84	sxc_claude	greedy	-	68	256	178	true	0.438	3.20	13.40
84	sxc_claude	sampled	0x5eed0000	68	384	215	true	0.220	2.10	22.28
84	sxc_claude	sampled	0x5eed0001	68	384	215	true	0.220	2.10	22.22
# vram	after_prompt=84	generated_this_run=11	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
96	sxc_claude	greedy	-	68	256	256	false	0.363	2.81	15.14
96	sxc_claude	sampled	0x5eed0000	68	384	380	true	0.228	2.15	21.63
96	sxc_claude	sampled	0x5eed0001	68	384	380	true	0.228	2.15	21.62
# vram	after_prompt=96	generated_this_run=12	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
41	think_off	greedy	-	67	256	256	false	0.668	4.34	9.85
41	think_off	sampled	0x5eed0000	67	384	384	false	0.584	3.92	11.89
41	think_off	sampled	0x5eed0001	67	384	384	false	0.584	3.92	11.88
# vram	after_prompt=41	generated_this_run=13	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
49	effort_low	greedy	-	67	256	256	false	0.407	3.05	14.05
49	effort_low	sampled	0x5eed0000	67	384	384	false	0.321	2.61	17.78
49	effort_low	sampled	0x5eed0001	67	384	384	false	0.321	2.61	17.78
# vram	after_prompt=49	generated_this_run=14	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
77	sxc_codex	greedy	-	66	256	256	false	0.319	2.59	16.51
77	sxc_codex	sampled	0x5eed0000	66	384	384	false	0.199	1.99	23.33
77	sxc_codex	sampled	0x5eed0001	66	384	384	false	0.199	1.99	23.31
# vram	after_prompt=77	generated_this_run=15	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
89	sxc_codex	greedy	-	66	256	256	false	0.309	2.53	16.83
89	sxc_codex	sampled	0x5eed0000	66	384	384	false	0.198	1.99	23.32
89	sxc_codex	sampled	0x5eed0001	66	384	384	false	0.198	1.99	23.38
# vram	after_prompt=89	generated_this_run=16	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
93	sxc_codex	greedy	-	66	256	121	true	0.561	3.82	11.16
93	sxc_codex	sampled	0x5eed0000	66	384	194	true	0.397	2.95	15.77
93	sxc_codex	sampled	0x5eed0001	66	384	194	true	0.397	2.95	15.84
# vram	after_prompt=93	generated_this_run=17	0, 96339 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
94	sxc_eigen	greedy	-	66	256	256	false	0.354	2.78	15.40
94	sxc_eigen	sampled	0x5eed0000	66	384	384	false	0.262	2.30	20.10
94	sxc_eigen	sampled	0x5eed0001	66	384	384	false	0.262	2.30	20.16
# vram	after_prompt=94	generated_this_run=18	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
85	sxc_codex	greedy	-	65	256	205	true	0.499	3.51	12.19
85	sxc_codex	sampled	0x5eed0000	65	384	181	true	0.279	2.40	19.38
85	sxc_codex	sampled	0x5eed0001	65	384	181	true	0.279	2.40	19.41
# vram	after_prompt=85	generated_this_run=19	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
38	think_off	greedy	-	63	256	256	false	0.828	5.12	8.39
38	think_off	sampled	0x5eed0000	63	384	218	true	0.551	3.73	12.46
38	think_off	sampled	0x5eed0001	63	384	218	true	0.551	3.73	12.50
# vram	after_prompt=38	generated_this_run=20	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
55	sxc_hermes	greedy	-	63	256	256	false	0.380	2.91	14.73
55	sxc_hermes	sampled	0x5eed0000	63	384	262	true	0.364	2.80	16.62
55	sxc_hermes	sampled	0x5eed0001	63	384	262	true	0.364	2.80	16.69
# vram	after_prompt=55	generated_this_run=21	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
80	sxc_claude	greedy	-	63	256	256	false	0.286	2.44	17.59
80	sxc_claude	sampled	0x5eed0000	63	384	384	false	0.264	2.33	19.86
80	sxc_claude	sampled	0x5eed0001	63	384	384	false	0.264	2.33	19.95
# vram	after_prompt=80	generated_this_run=22	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
83	sxc_hermes	greedy	-	63	256	256	false	0.369	2.84	15.08
83	sxc_hermes	sampled	0x5eed0000	63	384	248	true	0.359	2.78	16.74
83	sxc_hermes	sampled	0x5eed0001	63	384	248	true	0.359	2.78	16.68
# vram	after_prompt=83	generated_this_run=23	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
88	sxc_claude	greedy	-	63	256	247	true	0.398	2.98	14.34
88	sxc_claude	sampled	0x5eed0000	63	384	384	false	0.248	2.25	20.71
88	sxc_claude	sampled	0x5eed0001	63	384	384	false	0.248	2.25	20.75
# vram	after_prompt=88	generated_this_run=24	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
97	sxc_codex	greedy	-	63	256	256	false	0.384	2.91	14.70
97	sxc_codex	sampled	0x5eed0000	63	384	273	true	0.280	2.39	19.46
97	sxc_codex	sampled	0x5eed0001	63	384	273	true	0.280	2.39	19.47
# vram	after_prompt=97	generated_this_run=25	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
64	sxc_claude	greedy	-	62	256	256	false	0.274	2.37	18.00
64	sxc_claude	sampled	0x5eed0000	62	384	384	false	0.223	2.10	22.18
64	sxc_claude	sampled	0x5eed0001	62	384	384	false	0.223	2.10	22.09
# vram	after_prompt=64	generated_this_run=26	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
78	sxc_eigen	greedy	-	62	256	256	false	0.292	2.46	17.32
78	sxc_eigen	sampled	0x5eed0000	62	384	376	true	0.280	2.39	19.41
78	sxc_eigen	sampled	0x5eed0001	62	384	376	true	0.280	2.39	19.42
# vram	after_prompt=78	generated_this_run=27	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
92	sxc_claude	greedy	-	62	256	134	true	0.393	2.98	14.29
92	sxc_claude	sampled	0x5eed0000	62	384	367	true	0.221	2.11	21.96
92	sxc_claude	sampled	0x5eed0001	62	384	367	true	0.221	2.11	21.94
# vram	after_prompt=92	generated_this_run=28	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
98	sxc_eigen	greedy	-	62	256	256	false	0.267	2.33	18.36
98	sxc_eigen	sampled	0x5eed0000	62	384	384	false	0.280	2.40	19.36
98	sxc_eigen	sampled	0x5eed0001	62	384	384	false	0.280	2.40	19.36
# vram	after_prompt=98	generated_this_run=29	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
68	sxc_claude	greedy	-	61	256	237	true	0.357	2.78	15.40
68	sxc_claude	sampled	0x5eed0000	61	384	384	false	0.191	1.96	23.70
68	sxc_claude	sampled	0x5eed0001	61	384	384	false	0.191	1.96	23.98
# vram	after_prompt=68	generated_this_run=30	0, 96371 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# skipped_over_max_prompt=6	max_prompt=400	indices_lens=[(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# corpus	total_counted_tokens=85984	distinct_ids=5276	vocab=248320	seconds=638
# coverage table (share of counted tokens inside the global top-N)
topN	global_coverage	floor_4x_tokens	floor_met	cov_agentic_plan	cov_agentic_tools	cov_chat	cov_code	cov_effort_low	cov_json	cov_logs	cov_longctx	cov_reasoning	cov_refactor	cov_shell	cov_sxc_claude	cov_sxc_codex	cov_sxc_eigen	cov_sxc_hermes	cov_think_off	cov_translate	cov_writing
1024	0.81244	4096	true	0.76831	0.75281	0.75408	0.76676	0.80615	0.87518	0.76488	0.77604	0.90885	0.78971	0.78776	0.86358	0.83343	0.84644	0.80935	0.79745	0.74072	0.78512
2048	0.90682	8192	true	0.88525	0.87640	0.85693	0.88916	0.90120	0.95055	0.89054	0.87467	0.95964	0.90658	0.90299	0.93572	0.91137	0.92762	0.89589	0.89453	0.92676	0.88895
4096	0.97864	16384	true	0.97607	1.00000	0.96062	0.98258	0.97559	0.99664	0.97751	0.97591	0.98991	0.97591	0.98079	0.98743	0.97541	0.98582	0.97345	0.97555	0.96924	0.97417
8192	1.00000	32768	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
16384	1.00000	65536	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
32768	1.00000	131072	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
65536	1.00000	262144	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
# ranks_sidecar	/home/ubuntu/realgate/mtp9/ranks-owngen.txt

# owngen receipt: /home/ubuntu/realgate/mtp9/corpus/owngen-owngen-p3.tsv
=== pass 3 done (ledger rows after: 270) ===
=== pass 4 (ledger rows before: 270) ===
# qwen4exp_real_gate	label=owngen-p4	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# vram	post-engine	0, 595 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# load	154.6s
# vram	post-load	0, 95283 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen resume: 270 generations already banked in /home/ubuntu/realgate/mtp9/corpus-ids.tsv
# owngen prompt 102 (sxc_eigen) done — 21s elapsed, generated=1, vram 0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 74 (sxc_eigen) done — 43s elapsed, generated=2, vram 0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 79 (sxc_hermes) done — 61s elapsed, generated=3, vram 0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 37 (think_off) done — 78s elapsed, generated=4, vram 0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 39 (think_off) done — 92s elapsed, generated=5, vram 0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 42 (think_off) done — 109s elapsed, generated=6, vram 0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen prompt 43 (think_off) done — 124s elapsed, generated=7, vram 0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen: SKIPPED 6 prompts over --owngen-max-prompt 400 — a named coverage gap: [(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# qwen4exp_real_gate	label=owngen-p4	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=384x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
# state_capacity=PER-GENERATION (prompt+tokens+k+4; uniform max-over-pack was measured WORSE — one generation at the pack maximum does not fit the ~2.6 GiB headroom)	max_cap=1117	resumed_rows=270	limit=30
102	sxc_eigen	greedy	-	61	256	256	false	0.355	2.75	16.25
102	sxc_eigen	sampled	0x5eed0000	61	384	384	false	0.328	2.61	18.33
102	sxc_eigen	sampled	0x5eed0001	61	384	384	false	0.328	2.61	17.79
# vram	after_prompt=102	generated_this_run=1	0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
74	sxc_eigen	greedy	-	60	256	256	false	0.291	2.42	17.79
74	sxc_eigen	sampled	0x5eed0000	60	384	384	false	0.262	2.30	20.15
74	sxc_eigen	sampled	0x5eed0001	60	384	384	false	0.262	2.30	20.16
# vram	after_prompt=74	generated_this_run=2	0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
79	sxc_hermes	greedy	-	60	256	256	false	0.290	2.46	17.32
79	sxc_hermes	sampled	0x5eed0000	60	384	384	false	0.416	3.07	15.15
79	sxc_hermes	sampled	0x5eed0001	60	384	384	false	0.416	3.07	15.10
# vram	after_prompt=79	generated_this_run=3	0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
37	think_off	greedy	-	55	256	256	false	0.762	4.83	8.84
37	think_off	sampled	0x5eed0000	55	384	384	false	0.382	2.89	16.16
37	think_off	sampled	0x5eed0001	55	384	384	false	0.382	2.89	16.13
# vram	after_prompt=37	generated_this_run=4	0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
39	think_off	greedy	-	47	256	256	false	0.788	4.92	8.72
39	think_off	sampled	0x5eed0000	47	384	384	false	0.553	3.76	12.32
39	think_off	sampled	0x5eed0001	47	384	384	false	0.553	3.76	12.31
# vram	after_prompt=39	generated_this_run=5	0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
42	think_off	greedy	-	38	256	256	false	0.483	3.41	12.53
42	think_off	sampled	0x5eed0000	38	384	384	false	0.394	2.98	15.54
42	think_off	sampled	0x5eed0001	38	384	384	false	0.394	2.98	15.56
# vram	after_prompt=42	generated_this_run=6	0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
43	think_off	greedy	-	34	256	256	false	0.660	4.27	9.96
43	think_off	sampled	0x5eed0000	34	384	384	false	0.454	3.25	14.23
43	think_off	sampled	0x5eed0001	34	384	384	false	0.454	3.25	14.36
# vram	after_prompt=43	generated_this_run=7	0, 96307 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# skipped_over_max_prompt=6	max_prompt=400	indices_lens=[(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# corpus	total_counted_tokens=93152	distinct_ids=5538	vocab=248320	seconds=124
# coverage table (share of counted tokens inside the global top-N)
topN	global_coverage	floor_4x_tokens	floor_met	cov_agentic_plan	cov_agentic_tools	cov_chat	cov_code	cov_effort_low	cov_json	cov_logs	cov_longctx	cov_reasoning	cov_refactor	cov_shell	cov_sxc_claude	cov_sxc_codex	cov_sxc_eigen	cov_sxc_hermes	cov_think_off	cov_translate	cov_writing
1024	0.80923	4096	true	0.75439	0.73596	0.75241	0.77262	0.79932	0.87134	0.75628	0.77344	0.90788	0.79069	0.78158	0.86303	0.82946	0.85968	0.81153	0.75629	0.73145	0.77996
2048	0.90335	8192	true	0.87866	0.84270	0.86678	0.89697	0.90039	0.94815	0.88988	0.86947	0.95866	0.90299	0.89486	0.93354	0.90844	0.93114	0.89301	0.86630	0.90186	0.88171
4096	0.97506	16384	true	0.97314	1.00000	0.95748	0.98079	0.97038	0.99568	0.97454	0.96973	0.98600	0.97233	0.97884	0.98502	0.96992	0.98411	0.97011	0.96855	0.96729	0.96952
8192	1.00000	32768	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
16384	1.00000	65536	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
32768	1.00000	131072	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
65536	1.00000	262144	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
# ranks_sidecar	/home/ubuntu/realgate/mtp9/ranks-owngen.txt

# owngen receipt: /home/ubuntu/realgate/mtp9/corpus/owngen-owngen-p4.tsv
=== pass 4 done (ledger rows after: 291) ===
=== pass 5 (ledger rows before: 291) ===
# qwen4exp_real_gate	label=owngen-p5	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# vram	post-engine	0, 595 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# load	152.5s
# vram	post-load	0, 95283 MiB, 97887 MiB | 1, 3 MiB, 97887 MiB
# owngen resume: 291 generations already banked in /home/ubuntu/realgate/mtp9/corpus-ids.tsv
# owngen: SKIPPED 6 prompts over --owngen-max-prompt 400 — a named coverage gap: [(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# qwen4exp_real_gate	label=owngen-p5	binary_sha256=99b04881d7350a8571b9b27ec5e15eb97585034e81fbcd06f6d81cbd2678dc37	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=384x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
# state_capacity=PER-GENERATION (prompt+tokens+k+4; uniform max-over-pack was measured WORSE — one generation at the pack maximum does not fit the ~2.6 GiB headroom)	max_cap=1117	resumed_rows=291	limit=30
# skipped_over_max_prompt=6	max_prompt=400	indices_lens=[(76, 724), (60, 691), (53, 675), (54, 602), (34, 512), (35, 502)]
# corpus	total_counted_tokens=93152	distinct_ids=5538	vocab=248320	seconds=0
# coverage table (share of counted tokens inside the global top-N)
topN	global_coverage	floor_4x_tokens	floor_met	cov_agentic_plan	cov_agentic_tools	cov_chat	cov_code	cov_effort_low	cov_json	cov_logs	cov_longctx	cov_reasoning	cov_refactor	cov_shell	cov_sxc_claude	cov_sxc_codex	cov_sxc_eigen	cov_sxc_hermes	cov_think_off	cov_translate	cov_writing
1024	0.80923	4096	true	0.75439	0.73596	0.75241	0.77262	0.79932	0.87134	0.75628	0.77344	0.90788	0.79069	0.78158	0.86303	0.82946	0.85968	0.81153	0.75629	0.73145	0.77996
2048	0.90335	8192	true	0.87866	0.84270	0.86678	0.89697	0.90039	0.94815	0.88988	0.86947	0.95866	0.90299	0.89486	0.93354	0.90844	0.93114	0.89301	0.86630	0.90186	0.88171
4096	0.97506	16384	true	0.97314	1.00000	0.95748	0.98079	0.97038	0.99568	0.97454	0.96973	0.98600	0.97233	0.97884	0.98502	0.96992	0.98411	0.97011	0.96855	0.96729	0.96952
8192	1.00000	32768	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
16384	1.00000	65536	true	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
32768	1.00000	131072	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
65536	1.00000	262144	false	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000	1.00000
# ranks_sidecar	/home/ubuntu/realgate/mtp9/ranks-owngen.txt

# owngen receipt: /home/ubuntu/realgate/mtp9/corpus/owngen-owngen-p5.tsv
=== pass 5 done (ledger rows after: 291) ===
no new generations — corpus complete
