# qwen4exp_real_gate	label=owngen-mtp10	binary_sha256=6307988375a174e78f463d2d3b2964b4ee9173bfe2e956813c304ba902c82790	ckpt=/home/ubuntu/data/q48fn-nvfp4	host_bf16_banks=false	indexer_norm_raw=false	mtp_dev1=true	spec_opts=SpecOpts { dynk: None, adapt_k_lo: None, pmin: 0.0 }
# timing lines are UNTUNED EAGER wall clocks under correctness-arm residency — NOT perf claims
# owngen: own-generated rank corpus, k=5, FULL-VOCAB draft head, greedy=256 sampled=512x2 eos=[248046, 248044]
# provenance: prompts are REAL-SHAPED (goldens continuations + chat-template renders composed on the box); the counted distribution is this artifact's OWN emitted tokens
prompt	class	arm	seed	prompt_tokens	gen_tokens	counted	hit_eos	accept_rate	mean_accept_len	ms_per_token
# vram	after_prompt=234	generated_this_run=232	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
275	sxc_hermes	greedy	-	70	256	256	false	0.307	2.53	17.31
275	sxc_hermes	sampled	0x5eed0000	70	512	512	false	0.250	2.26	21.61
275	sxc_hermes	sampled	0x5eed0001	70	512	512	false	0.250	2.26	21.61
# vram	after_prompt=275	generated_this_run=233	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
350	sxc_eigen	greedy	-	70	256	256	false	0.453	3.24	13.58
350	sxc_eigen	sampled	0x5eed0000	70	512	512	false	0.284	2.42	20.30
350	sxc_eigen	sampled	0x5eed0001	70	512	512	false	0.284	2.42	20.30
# vram	after_prompt=350	generated_this_run=234	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
61	sxc_codex	greedy	-	69	256	256	false	0.386	2.94	14.94
61	sxc_codex	sampled	0x5eed0000	69	512	512	false	0.239	2.20	22.20
61	sxc_codex	sampled	0x5eed0001	69	512	512	false	0.239	2.20	22.20
# vram	after_prompt=61	generated_this_run=235	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
72	sxc_claude	greedy	-	69	256	256	false	0.339	2.69	16.31
72	sxc_claude	sampled	0x5eed0000	69	512	512	false	0.202	2.01	24.36
72	sxc_claude	sampled	0x5eed0001	69	512	512	false	0.202	2.01	24.36
# vram	after_prompt=72	generated_this_run=236	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
75	sxc_hermes	greedy	-	69	256	256	false	0.357	2.78	15.78
75	sxc_hermes	sampled	0x5eed0000	69	512	512	false	0.369	2.83	17.26
75	sxc_hermes	sampled	0x5eed0001	69	512	512	false	0.369	2.83	17.25
# vram	after_prompt=75	generated_this_run=237	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
99	sxc_hermes	greedy	-	69	256	256	false	0.375	2.88	15.17
99	sxc_hermes	sampled	0x5eed0000	69	512	354	true	0.292	2.46	20.01
99	sxc_hermes	sampled	0x5eed0001	69	512	354	true	0.292	2.46	19.95
# vram	after_prompt=99	generated_this_run=238	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
133	sxc_codex	greedy	-	69	256	256	false	0.348	2.75	15.93
133	sxc_codex	sampled	0x5eed0000	69	512	512	false	0.317	2.59	18.91
133	sxc_codex	sampled	0x5eed0001	69	512	512	false	0.317	2.59	18.87
# vram	after_prompt=133	generated_this_run=239	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
179	sxc_hermes	greedy	-	69	256	146	true	0.127	1.64	26.69
179	sxc_hermes	sampled	0x5eed0000	69	512	161	true	0.352	2.77	17.64
179	sxc_hermes	sampled	0x5eed0001	69	512	161	true	0.352	2.77	17.61
# vram	after_prompt=179	generated_this_run=240	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
191	sxc_hermes	greedy	-	69	256	256	false	0.448	3.24	13.51
191	sxc_hermes	sampled	0x5eed0000	69	512	512	false	0.395	2.96	16.63
191	sxc_hermes	sampled	0x5eed0001	69	512	512	false	0.395	2.96	16.59
# vram	after_prompt=191	generated_this_run=241	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
253	sxc_codex	greedy	-	69	256	256	false	0.268	2.35	18.56
253	sxc_codex	sampled	0x5eed0000	69	512	512	false	0.261	2.30	21.25
253	sxc_codex	sampled	0x5eed0001	69	512	512	false	0.261	2.30	21.20
# vram	after_prompt=253	generated_this_run=242	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
259	sxc_hermes	greedy	-	69	256	256	false	0.343	2.72	16.12
259	sxc_hermes	sampled	0x5eed0000	69	512	512	false	0.207	2.04	24.07
259	sxc_hermes	sampled	0x5eed0001	69	512	512	false	0.207	2.04	24.10
# vram	after_prompt=259	generated_this_run=243	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
308	sxc_claude	greedy	-	69	256	256	false	0.398	2.98	14.81
308	sxc_claude	sampled	0x5eed0000	69	512	445	true	0.323	2.61	18.80
308	sxc_claude	sampled	0x5eed0001	69	512	445	true	0.323	2.61	18.68
# vram	after_prompt=308	generated_this_run=244	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
311	sxc_hermes	greedy	-	69	256	218	true	0.259	2.31	19.01
311	sxc_hermes	sampled	0x5eed0000	69	512	337	true	0.243	2.21	22.05
311	sxc_hermes	sampled	0x5eed0001	69	512	337	true	0.243	2.21	22.04
# vram	after_prompt=311	generated_this_run=245	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
84	sxc_claude	greedy	-	68	256	178	true	0.438	3.20	13.73
84	sxc_claude	sampled	0x5eed0000	68	512	215	true	0.228	2.14	22.83
84	sxc_claude	sampled	0x5eed0001	68	512	215	true	0.228	2.14	22.87
# vram	after_prompt=84	generated_this_run=246	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
96	sxc_claude	greedy	-	68	256	256	false	0.363	2.81	15.62
96	sxc_claude	sampled	0x5eed0000	68	512	380	true	0.254	2.27	21.62
96	sxc_claude	sampled	0x5eed0001	68	512	380	true	0.254	2.27	21.60
# vram	after_prompt=96	generated_this_run=247	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
126	sxc_eigen	greedy	-	68	256	256	false	0.410	3.05	14.46
126	sxc_eigen	sampled	0x5eed0000	68	512	512	false	0.406	3.03	16.09
126	sxc_eigen	sampled	0x5eed0001	68	512	512	false	0.406	3.03	16.15
# vram	after_prompt=126	generated_this_run=248	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
145	sxc_codex	greedy	-	68	256	256	false	0.371	2.84	15.49
145	sxc_codex	sampled	0x5eed0000	68	512	512	false	0.218	2.09	23.52
145	sxc_codex	sampled	0x5eed0001	68	512	512	false	0.218	2.09	23.49
# vram	after_prompt=145	generated_this_run=249	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
212	sxc_claude	greedy	-	68	256	256	false	0.480	3.41	12.87
212	sxc_claude	sampled	0x5eed0000	68	512	483	true	0.322	2.61	18.64
212	sxc_claude	sampled	0x5eed0001	68	512	483	true	0.322	2.61	18.66
# vram	after_prompt=212	generated_this_run=250	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
215	sxc_hermes	greedy	-	68	256	256	false	0.283	2.42	18.13
215	sxc_hermes	sampled	0x5eed0000	68	512	512	false	0.233	2.17	22.52
215	sxc_hermes	sampled	0x5eed0001	68	512	512	false	0.233	2.17	22.49
# vram	after_prompt=215	generated_this_run=251	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
238	sxc_eigen	greedy	-	68	256	256	false	0.367	2.84	15.37
238	sxc_eigen	sampled	0x5eed0000	68	512	512	false	0.397	2.98	16.36
238	sxc_eigen	sampled	0x5eed0001	68	512	512	false	0.397	2.98	16.37
# vram	after_prompt=238	generated_this_run=252	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
245	sxc_codex	greedy	-	68	256	256	false	0.311	2.53	17.26
245	sxc_codex	sampled	0x5eed0000	68	512	323	true	0.289	2.45	19.93
245	sxc_codex	sampled	0x5eed0001	68	512	323	true	0.289	2.45	19.86
# vram	after_prompt=245	generated_this_run=253	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
262	sxc_eigen	greedy	-	68	256	256	false	0.373	2.88	15.20
262	sxc_eigen	sampled	0x5eed0000	68	512	512	false	0.275	2.38	20.44
262	sxc_eigen	sampled	0x5eed0001	68	512	512	false	0.275	2.38	20.41
# vram	after_prompt=262	generated_this_run=254	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
288	sxc_claude	greedy	-	68	256	256	false	0.367	2.84	15.46
288	sxc_claude	sampled	0x5eed0000	68	512	395	true	0.261	2.31	21.18
288	sxc_claude	sampled	0x5eed0001	68	512	395	true	0.261	2.31	21.22
# vram	after_prompt=288	generated_this_run=255	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
336	sxc_claude	greedy	-	68	256	256	false	0.440	3.20	13.70
336	sxc_claude	sampled	0x5eed0000	68	512	512	false	0.309	2.55	19.22
336	sxc_claude	sampled	0x5eed0001	68	512	512	false	0.309	2.55	19.18
# vram	after_prompt=336	generated_this_run=256	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
347	sxc_hermes	greedy	-	68	256	201	true	0.367	2.84	15.36
347	sxc_hermes	sampled	0x5eed0000	68	512	221	true	0.304	2.52	19.26
347	sxc_hermes	sampled	0x5eed0001	68	512	221	true	0.304	2.52	19.30
# vram	after_prompt=347	generated_this_run=257	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
41	think_off	greedy	-	67	256	256	false	0.668	4.34	10.09
41	think_off	sampled	0x5eed0000	67	512	512	false	0.627	4.13	11.85
41	think_off	sampled	0x5eed0001	67	512	512	false	0.627	4.13	11.83
# vram	after_prompt=41	generated_this_run=258	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
49	effort_low	greedy	-	67	256	256	false	0.407	3.05	14.44
49	effort_low	sampled	0x5eed0000	67	512	512	false	0.328	2.64	18.43
49	effort_low	sampled	0x5eed0001	67	512	512	false	0.328	2.64	18.45
# vram	after_prompt=49	generated_this_run=259	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
123	sxc_hermes	greedy	-	67	256	256	false	0.353	2.75	15.83
123	sxc_hermes	sampled	0x5eed0000	67	512	367	true	0.365	2.83	17.27
123	sxc_hermes	sampled	0x5eed0001	67	512	367	true	0.365	2.83	17.26
# vram	after_prompt=123	generated_this_run=260	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
146	sxc_eigen	greedy	-	67	256	256	false	0.288	2.44	17.87
146	sxc_eigen	sampled	0x5eed0000	67	512	512	false	0.204	2.02	24.01
146	sxc_eigen	sampled	0x5eed0001	67	512	512	false	0.204	2.02	24.01
# vram	after_prompt=146	generated_this_run=261	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
170	sxc_eigen	greedy	-	67	256	256	false	0.402	3.01	14.52
170	sxc_eigen	sampled	0x5eed0000	67	512	278	true	0.294	2.47	19.71
170	sxc_eigen	sampled	0x5eed0001	67	512	278	true	0.294	2.47	19.71
# vram	after_prompt=170	generated_this_run=262	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
203	sxc_hermes	greedy	-	67	256	256	false	0.302	2.51	17.39
203	sxc_hermes	sampled	0x5eed0000	67	512	512	false	0.239	2.20	22.11
203	sxc_hermes	sampled	0x5eed0001	67	512	512	false	0.239	2.20	22.14
# vram	after_prompt=203	generated_this_run=263	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
206	sxc_eigen	greedy	-	67	256	93	true	0.095	1.48	29.43
206	sxc_eigen	sampled	0x5eed0000	67	512	98	true	0.273	2.37	20.77
206	sxc_eigen	sampled	0x5eed0001	67	512	98	true	0.273	2.37	20.78
# vram	after_prompt=206	generated_this_run=264	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
219	sxc_hermes	greedy	-	67	256	256	false	0.286	2.44	17.92
219	sxc_hermes	sampled	0x5eed0000	67	512	512	false	0.277	2.38	20.37
219	sxc_hermes	sampled	0x5eed0001	67	512	512	false	0.277	2.38	20.52
# vram	after_prompt=219	generated_this_run=265	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
249	sxc_codex	greedy	-	67	256	256	false	0.305	2.53	17.20
249	sxc_codex	sampled	0x5eed0000	67	512	512	false	0.189	1.95	25.04
249	sxc_codex	sampled	0x5eed0001	67	512	512	false	0.189	1.95	25.03
# vram	after_prompt=249	generated_this_run=266	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
306	sxc_eigen	greedy	-	67	256	256	false	0.357	2.75	15.85
306	sxc_eigen	sampled	0x5eed0000	67	512	512	false	0.197	1.98	24.57
306	sxc_eigen	sampled	0x5eed0001	67	512	512	false	0.197	1.98	24.54
# vram	after_prompt=306	generated_this_run=267	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
331	sxc_hermes	greedy	-	67	256	99	true	0.554	3.71	11.77
331	sxc_hermes	sampled	0x5eed0000	67	512	197	true	0.465	3.32	14.55
331	sxc_hermes	sampled	0x5eed0001	67	512	197	true	0.465	3.32	14.58
# vram	after_prompt=331	generated_this_run=268	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
344	sxc_claude	greedy	-	67	256	256	false	0.341	2.69	16.22
344	sxc_claude	sampled	0x5eed0000	67	512	512	false	0.209	2.05	23.96
344	sxc_claude	sampled	0x5eed0001	67	512	512	false	0.209	2.05	23.85
# vram	after_prompt=344	generated_this_run=269	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
77	sxc_codex	greedy	-	66	256	256	false	0.319	2.59	16.86
77	sxc_codex	sampled	0x5eed0000	66	512	512	false	0.226	2.12	22.83
77	sxc_codex	sampled	0x5eed0001	66	512	512	false	0.226	2.12	22.86
# vram	after_prompt=77	generated_this_run=270	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
89	sxc_codex	greedy	-	66	256	256	false	0.309	2.53	17.26
89	sxc_codex	sampled	0x5eed0000	66	512	512	false	0.201	2.01	24.27
89	sxc_codex	sampled	0x5eed0001	66	512	512	false	0.201	2.01	24.23
# vram	after_prompt=89	generated_this_run=271	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
93	sxc_codex	greedy	-	66	256	121	true	0.561	3.82	11.49
93	sxc_codex	sampled	0x5eed0000	66	512	194	true	0.384	2.93	16.72
93	sxc_codex	sampled	0x5eed0001	66	512	194	true	0.384	2.93	16.72
# vram	after_prompt=93	generated_this_run=272	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
94	sxc_eigen	greedy	-	66	256	256	false	0.354	2.78	15.66
94	sxc_eigen	sampled	0x5eed0000	66	512	512	false	0.284	2.43	20.00
94	sxc_eigen	sampled	0x5eed0001	66	512	512	false	0.284	2.43	20.03
# vram	after_prompt=94	generated_this_run=273	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
121	sxc_codex	greedy	-	66	256	256	false	0.380	2.91	15.09
121	sxc_codex	sampled	0x5eed0000	66	512	512	false	0.215	2.07	23.52
121	sxc_codex	sampled	0x5eed0001	66	512	512	false	0.215	2.07	23.51
# vram	after_prompt=121	generated_this_run=274	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
251	sxc_hermes	greedy	-	66	256	218	true	0.380	2.91	15.00
251	sxc_hermes	sampled	0x5eed0000	66	512	245	true	0.374	2.88	16.90
251	sxc_hermes	sampled	0x5eed0001	66	512	245	true	0.374	2.88	16.97
# vram	after_prompt=251	generated_this_run=275	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
265	sxc_codex	greedy	-	66	256	256	false	0.354	2.78	15.64
265	sxc_codex	sampled	0x5eed0000	66	512	512	false	0.215	2.07	23.66
265	sxc_codex	sampled	0x5eed0001	66	512	512	false	0.215	2.07	23.65
# vram	after_prompt=265	generated_this_run=276	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
338	sxc_eigen	greedy	-	66	256	256	false	0.281	2.42	18.10
338	sxc_eigen	sampled	0x5eed0000	66	512	512	false	0.196	1.98	24.54
338	sxc_eigen	sampled	0x5eed0001	66	512	512	false	0.196	1.98	24.52
# vram	after_prompt=338	generated_this_run=277	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
85	sxc_codex	greedy	-	65	256	205	true	0.499	3.51	12.53
85	sxc_codex	sampled	0x5eed0000	65	512	181	true	0.303	2.52	19.27
85	sxc_codex	sampled	0x5eed0001	65	512	181	true	0.303	2.52	19.39
# vram	after_prompt=85	generated_this_run=278	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
103	sxc_hermes	greedy	-	65	256	256	false	0.343	2.72	16.12
103	sxc_hermes	sampled	0x5eed0000	65	512	512	false	0.272	2.35	20.69
103	sxc_hermes	sampled	0x5eed0001	65	512	512	false	0.272	2.35	20.65
# vram	after_prompt=103	generated_this_run=279	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
113	sxc_codex	greedy	-	65	256	97	true	0.600	3.94	11.12
113	sxc_codex	sampled	0x5eed0000	65	512	91	true	0.621	4.10	11.92
113	sxc_codex	sampled	0x5eed0001	65	512	91	true	0.621	4.10	11.96
# vram	after_prompt=113	generated_this_run=280	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
127	sxc_hermes	greedy	-	65	256	256	false	0.391	2.94	14.86
127	sxc_hermes	sampled	0x5eed0000	65	512	512	false	0.269	2.35	20.82
127	sxc_hermes	sampled	0x5eed0001	65	512	512	false	0.269	2.35	20.81
# vram	after_prompt=127	generated_this_run=281	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
155	sxc_hermes	greedy	-	65	256	256	false	0.309	2.53	17.28
155	sxc_hermes	sampled	0x5eed0000	65	512	512	false	0.228	2.14	22.86
155	sxc_hermes	sampled	0x5eed0001	65	512	512	false	0.228	2.14	22.83
# vram	after_prompt=155	generated_this_run=282	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
218	sxc_eigen	greedy	-	65	256	256	false	0.373	2.84	15.30
218	sxc_eigen	sampled	0x5eed0000	65	512	512	false	0.238	2.19	22.19
218	sxc_eigen	sampled	0x5eed0001	65	512	512	false	0.238	2.19	22.21
# vram	after_prompt=218	generated_this_run=283	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
220	sxc_claude	greedy	-	65	256	256	false	0.353	2.75	15.86
220	sxc_claude	sampled	0x5eed0000	65	512	499	true	0.257	2.28	21.43
220	sxc_claude	sampled	0x5eed0001	65	512	499	true	0.257	2.28	21.47
# vram	after_prompt=220	generated_this_run=284	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
227	sxc_hermes	greedy	-	65	256	256	false	0.369	2.81	15.51
227	sxc_hermes	sampled	0x5eed0000	65	512	389	true	0.349	2.75	17.79
227	sxc_hermes	sampled	0x5eed0001	65	512	389	true	0.349	2.75	17.79
# vram	after_prompt=227	generated_this_run=285	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
230	sxc_eigen	greedy	-	65	256	184	true	0.395	2.98	14.77
230	sxc_eigen	sampled	0x5eed0000	65	512	222	true	0.320	2.59	18.78
230	sxc_eigen	sampled	0x5eed0001	65	512	222	true	0.320	2.59	18.79
# vram	after_prompt=230	generated_this_run=286	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
269	sxc_codex	greedy	-	65	256	256	false	0.445	3.20	13.65
269	sxc_codex	sampled	0x5eed0000	65	512	382	true	0.264	2.32	21.12
269	sxc_codex	sampled	0x5eed0001	65	512	382	true	0.264	2.32	21.04
# vram	after_prompt=269	generated_this_run=287	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
277	sxc_codex	greedy	-	65	256	256	false	0.328	2.64	16.51
277	sxc_codex	sampled	0x5eed0000	65	512	512	false	0.246	2.23	21.98
277	sxc_codex	sampled	0x5eed0001	65	512	512	false	0.246	2.23	21.96
# vram	after_prompt=277	generated_this_run=288	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
282	sxc_eigen	greedy	-	65	256	256	false	0.369	2.84	15.42
282	sxc_eigen	sampled	0x5eed0000	65	512	183	true	0.367	2.81	17.22
282	sxc_eigen	sampled	0x5eed0001	65	512	183	true	0.367	2.81	17.25
# vram	after_prompt=282	generated_this_run=289	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
285	sxc_codex	greedy	-	65	256	256	false	0.286	2.44	17.90
285	sxc_codex	sampled	0x5eed0000	65	512	360	true	0.273	2.35	20.76
285	sxc_codex	sampled	0x5eed0001	65	512	360	true	0.273	2.35	20.74
# vram	after_prompt=285	generated_this_run=290	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
302	sxc_eigen	greedy	-	65	256	256	false	0.341	2.69	16.26
302	sxc_eigen	sampled	0x5eed0000	65	512	512	false	0.229	2.15	22.69
302	sxc_eigen	sampled	0x5eed0001	65	512	512	false	0.229	2.15	22.68
# vram	after_prompt=302	generated_this_run=291	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
307	sxc_hermes	greedy	-	65	256	256	false	0.312	2.56	17.09
307	sxc_hermes	sampled	0x5eed0000	65	512	512	false	0.223	2.12	22.94
307	sxc_hermes	sampled	0x5eed0001	65	512	512	false	0.223	2.12	22.98
# vram	after_prompt=307	generated_this_run=292	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
314	sxc_eigen	greedy	-	65	256	256	false	0.301	2.49	17.51
314	sxc_eigen	sampled	0x5eed0000	65	512	299	true	0.228	2.14	22.78
314	sxc_eigen	sampled	0x5eed0001	65	512	299	true	0.228	2.14	22.81
# vram	after_prompt=314	generated_this_run=293	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
119	sxc_hermes	greedy	-	64	256	91	true	0.518	3.61	12.15
119	sxc_hermes	sampled	0x5eed0000	64	512	111	true	0.655	4.27	11.43
119	sxc_hermes	sampled	0x5eed0001	64	512	111	true	0.655	4.27	11.46
# vram	after_prompt=119	generated_this_run=294	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
163	sxc_hermes	greedy	-	64	256	179	true	0.205	2.03	21.54
163	sxc_hermes	sampled	0x5eed0000	64	512	161	true	0.269	2.34	20.89
163	sxc_hermes	sampled	0x5eed0001	64	512	161	true	0.269	2.34	20.84
# vram	after_prompt=163	generated_this_run=295	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
241	sxc_codex	greedy	-	64	256	256	false	0.305	2.53	17.21
241	sxc_codex	sampled	0x5eed0000	64	512	512	false	0.278	2.39	20.36
241	sxc_codex	sampled	0x5eed0001	64	512	512	false	0.278	2.39	20.48
# vram	after_prompt=241	generated_this_run=296	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
267	sxc_hermes	greedy	-	64	256	256	false	0.331	2.67	16.41
267	sxc_hermes	sampled	0x5eed0000	64	512	418	true	0.262	2.32	21.14
267	sxc_hermes	sampled	0x5eed0001	64	512	418	true	0.262	2.32	21.15
# vram	after_prompt=267	generated_this_run=297	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
289	sxc_codex	greedy	-	64	256	256	false	0.264	2.33	18.80
289	sxc_codex	sampled	0x5eed0000	64	512	512	false	0.189	1.95	25.12
289	sxc_codex	sampled	0x5eed0001	64	512	512	false	0.189	1.95	25.17
# vram	after_prompt=289	generated_this_run=298	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
291	sxc_hermes	greedy	-	64	256	256	false	0.255	2.29	19.08
291	sxc_hermes	sampled	0x5eed0000	64	512	512	false	0.159	1.80	27.17
291	sxc_hermes	sampled	0x5eed0001	64	512	512	false	0.159	1.80	27.12
# vram	after_prompt=291	generated_this_run=299	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
292	sxc_claude	greedy	-	64	256	256	false	0.322	2.61	16.83
292	sxc_claude	sampled	0x5eed0000	64	512	327	true	0.301	2.51	19.67
292	sxc_claude	sampled	0x5eed0001	64	512	327	true	0.301	2.51	19.64
# vram	after_prompt=292	generated_this_run=300	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
318	sxc_eigen	greedy	-	64	256	256	false	0.357	2.78	15.65
318	sxc_eigen	sampled	0x5eed0000	64	512	512	false	0.217	2.09	23.21
318	sxc_eigen	sampled	0x5eed0001	64	512	512	false	0.217	2.09	23.24
# vram	after_prompt=318	generated_this_run=301	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
328	sxc_claude	greedy	-	64	256	256	false	0.343	2.72	16.08
328	sxc_claude	sampled	0x5eed0000	64	512	512	false	0.249	2.25	21.69
328	sxc_claude	sampled	0x5eed0001	64	512	512	false	0.249	2.25	21.68
# vram	after_prompt=328	generated_this_run=302	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
38	think_off	greedy	-	63	256	256	false	0.828	5.12	8.62
38	think_off	sampled	0x5eed0000	63	512	218	true	0.561	3.79	12.90
38	think_off	sampled	0x5eed0001	63	512	218	true	0.561	3.79	12.90
# vram	after_prompt=38	generated_this_run=303	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
55	sxc_hermes	greedy	-	63	256	256	false	0.380	2.91	15.01
55	sxc_hermes	sampled	0x5eed0000	63	512	262	true	0.390	2.94	16.62
55	sxc_hermes	sampled	0x5eed0001	63	512	262	true	0.390	2.94	16.75
# vram	after_prompt=55	generated_this_run=304	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
80	sxc_claude	greedy	-	63	256	256	false	0.286	2.44	17.95
80	sxc_claude	sampled	0x5eed0000	63	512	512	false	0.300	2.50	19.43
80	sxc_claude	sampled	0x5eed0001	63	512	512	false	0.300	2.50	19.46
# vram	after_prompt=80	generated_this_run=305	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
83	sxc_hermes	greedy	-	63	256	256	false	0.369	2.84	15.35
83	sxc_hermes	sampled	0x5eed0000	63	512	248	true	0.384	2.93	16.68
83	sxc_hermes	sampled	0x5eed0001	63	512	248	true	0.384	2.93	16.75
# vram	after_prompt=83	generated_this_run=306	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
88	sxc_claude	greedy	-	63	256	247	true	0.398	2.98	14.64
88	sxc_claude	sampled	0x5eed0000	63	512	512	false	0.248	2.25	21.84
88	sxc_claude	sampled	0x5eed0001	63	512	512	false	0.248	2.25	21.82
# vram	after_prompt=88	generated_this_run=307	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
97	sxc_codex	greedy	-	63	256	256	false	0.384	2.91	15.03
97	sxc_codex	sampled	0x5eed0000	63	512	273	true	0.311	2.55	19.17
97	sxc_codex	sampled	0x5eed0001	63	512	273	true	0.311	2.55	19.11
# vram	after_prompt=97	generated_this_run=308	0, 92115 MiB, 97887 MiB | 1, 10099 MiB, 97887 MiB
129	sxc_codex	greedy	-	63	256	256	false	0.517	3.56	12.35
129	sxc_codex	sampled	0x5eed0000	63	512	392	true	0.338	2.69	18.19
129	sxc_codex	sampled	0x5eed0001	63	512	392	true	0.338	2.69	18.20
