10:00:55 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 0, "total": 0, "errors": 0}], "queue": {"depth": 0, "peak_depth": 0, "enqueued_total": 0, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": null, "wait_p95_s": null}, "requests": {"total": 0, "ok": 0, "err_5xx": 0, "ttfb_p50_s": null, "ttfb_p95_s": null, "lat_p50_s": null, "lat_p95_s": null}}
10:01:47 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 0, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 0, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 95, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 0, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 0, "total": 96, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 579, "ok": 564, "err_5xx": 0, "ttfb_p50_s": 4.070498121000128, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.071704376001435, "lat_p95_s": 4.223058944000513}}
10:02:29 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 0, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 0, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 0, "total": 95, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 0, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 0, "total": 96, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 0, "total": 96, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 579, "ok": 579, "err_5xx": 0, "ttfb_p50_s": 4.0707004650030285, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.07208904500294, "lat_p95_s": 4.223058944000513}}
10:02:30 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 105, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 99, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 100, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 604, "ok": 580, "err_5xx": 0, "ttfb_p50_s": 4.0707004650030285, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.07208904500294, "lat_p95_s": 4.223058944000513}}
10:02:31 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 105, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 99, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 100, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 100, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 604, "ok": 580, "err_5xx": 0, "ttfb_p50_s": 4.0707004650030285, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.07208904500294, "lat_p95_s": 4.223058944000513}}
10:02:32 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 109, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 103, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 628, "ok": 604, "err_5xx": 0, "ttfb_p50_s": 4.0707004650030285, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.07208904500294, "lat_p95_s": 4.223058944000513}}
10:02:33 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 109, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 103, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 628, "ok": 604, "err_5xx": 0, "ttfb_p50_s": 4.0707004650030285, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.07208904500294, "lat_p95_s": 4.223058944000513}}
10:02:34 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 109, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 103, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 104, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 628, "ok": 604, "err_5xx": 0, "ttfb_p50_s": 4.0707004650030285, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.07208904500294, "lat_p95_s": 4.223058944000513}}
10:02:35 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 113, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 107, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 652, "ok": 628, "err_5xx": 0, "ttfb_p50_s": 4.068985198995506, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.070463881005708, "lat_p95_s": 4.223058944000513}}
10:02:36 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 113, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 107, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 652, "ok": 628, "err_5xx": 0, "ttfb_p50_s": 4.068985198995506, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.070463881005708, "lat_p95_s": 4.223058944000513}}
10:02:37 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 117, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 108, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 107, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 110, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 110, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 664, "ok": 640, "err_5xx": 0, "ttfb_p50_s": 4.065253980996204, "ttfb_p95_s": 4.222234937005851, "lat_p50_s": 4.065798842995719, "lat_p95_s": 4.223058944000513}}
10:02:38 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 117, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 111, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 676, "ok": 652, "err_5xx": 0, "ttfb_p50_s": 4.061686545996054, "ttfb_p95_s": 4.211713787000917, "lat_p50_s": 4.062933572997281, "lat_p95_s": 4.213158216996817}}
10:02:39 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 4, "total": 117, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 4, "total": 111, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 4, "total": 112, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 676, "ok": 652, "err_5xx": 0, "ttfb_p50_s": 4.061686545996054, "ttfb_p95_s": 4.211713787000917, "lat_p50_s": 4.062933572997281, "lat_p95_s": 4.213158216996817}}
10:02:40 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 126, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 119, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 725, "ok": 677, "err_5xx": 0, "ttfb_p50_s": 4.056491356997867, "ttfb_p95_s": 4.207577899003809, "lat_p50_s": 4.056825134000974, "lat_p95_s": 4.208010888003628}}
10:02:41 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 126, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 119, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 725, "ok": 677, "err_5xx": 0, "ttfb_p50_s": 4.056491356997867, "ttfb_p95_s": 4.207577899003809, "lat_p50_s": 4.056825134000974, "lat_p95_s": 4.208010888003628}}
10:02:42 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 126, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 119, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 725, "ok": 677, "err_5xx": 0, "ttfb_p50_s": 4.056491356997867, "ttfb_p95_s": 4.207577899003809, "lat_p50_s": 4.056825134000974, "lat_p95_s": 4.208010888003628}}
10:02:43 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 126, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 119, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 725, "ok": 677, "err_5xx": 0, "ttfb_p50_s": 4.056491356997867, "ttfb_p95_s": 4.207577899003809, "lat_p50_s": 4.056825134000974, "lat_p95_s": 4.208010888003628}}
10:02:44 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 122, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 119, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 120, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 122, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 739, "ok": 691, "err_5xx": 0, "ttfb_p50_s": 4.046459486999083, "ttfb_p95_s": 4.207577899003809, "lat_p50_s": 4.047795174003113, "lat_p95_s": 4.208010888003628}}
10:02:45 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 134, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 127, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 773, "ok": 725, "err_5xx": 0, "ttfb_p50_s": 4.058096401000512, "ttfb_p95_s": 4.222983972998918, "lat_p50_s": 4.059233464999124, "lat_p95_s": 4.224069476003933}}
10:02:46 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 134, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 127, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 773, "ok": 725, "err_5xx": 0, "ttfb_p50_s": 4.058096401000512, "ttfb_p95_s": 4.222983972998918, "lat_p50_s": 4.059233464999124, "lat_p95_s": 4.224069476003933}}
10:02:47 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 134, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 127, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 773, "ok": 725, "err_5xx": 0, "ttfb_p50_s": 4.058096401000512, "ttfb_p95_s": 4.222983972998918, "lat_p50_s": 4.059233464999124, "lat_p95_s": 4.224069476003933}}
10:02:48 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 130, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 127, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 128, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 130, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 787, "ok": 739, "err_5xx": 0, "ttfb_p50_s": 4.04755508100061, "ttfb_p95_s": 4.222983972998918, "lat_p50_s": 4.050567193000461, "lat_p95_s": 4.224069476003933}}
10:02:49 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 142, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 135, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 821, "ok": 773, "err_5xx": 0, "ttfb_p50_s": 4.066776753999875, "ttfb_p95_s": 4.222983972998918, "lat_p50_s": 4.067852776002837, "lat_p95_s": 4.224069476003933}}
10:02:50 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 142, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 135, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 821, "ok": 773, "err_5xx": 0, "ttfb_p50_s": 4.066776753999875, "ttfb_p95_s": 4.222983972998918, "lat_p50_s": 4.067852776002837, "lat_p95_s": 4.224069476003933}}
10:02:51 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 142, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 135, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 821, "ok": 773, "err_5xx": 0, "ttfb_p50_s": 4.066776753999875, "ttfb_p95_s": 4.222983972998918, "lat_p50_s": 4.067852776002837, "lat_p95_s": 4.224069476003933}}
10:02:52 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 138, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 8, "total": 135, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 136, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 138, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 835, "ok": 787, "err_5xx": 0, "ttfb_p50_s": 4.068831926000712, "ttfb_p95_s": 4.222983972998918, "lat_p50_s": 4.069640672998503, "lat_p95_s": 4.224069476003933}}
10:02:53 {"backends": [{"url": "http://127.0.0.1:8085", "healthy": true, "outstanding": 8, "total": 150, "errors": 0}, {"url": "http://127.0.0.1:8086", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8087", "healthy": true, "outstanding": 7, "total": 142, "errors": 0}, {"url": "http://127.0.0.1:8088", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8089", "healthy": true, "outstanding": 8, "total": 144, "errors": 0}, {"url": "http://127.0.0.1:8090", "healthy": true, "outstanding": 8, "total": 145, "errors": 0}], "queue": {"depth": 0, "peak_depth": 49, "enqueued_total": 240, "rejected_429": 0, "cap_per_backend": 8, "queue_max": 256, "queue_deadline_s": 30.0, "wait_p50_s": 0.0, "wait_p95_s": 4.2065620479988866}, "requests": {"total": 869, "ok": 822, "err_5xx": 0, "ttfb_p50_s": 4.076781715004472, "ttfb_p95_s": 4.271458441995492, "lat_p50_s": 4.077268786000786, "lat_p95_s": 4.272433423000621}}
